result,odds-home,odds-draw,odds-away,home-wins,home-draw,home-losses,home-goals,home-opposition-goals,home-shots,home-shots-on-target,home-opposition-shots,home-opposition-shots-on-target,away-wins,away-draw,away-losses,away-goals,away-opposition-goals,away-shots,away-shots-on-target,away-opposition-shots,away-opposition-shots-on-target
H,1.44,4.5,7.5,5,3,2,24,17,156,61,105,36,3,3,4,14,14,102,35,110,39
H,2.1,3.2,3.6,5,3,2,13,9,113,43,155,51,4,4,2,11,8,109,34,147,44
H,3.7,3.6,2.0,2,2,6,9,15,123,45,113,38,6,0,4,23,11,148,58,112,39
H,2.15,3.25,3.6,4,2,4,8,8,93,33,92,21,4,2,4,13,15,116,38,111,35
H,1.5,3.6,5.5,3,4,3,11,10,107,44,87,33,2,3,5,9,16,105,49,102,50
H,3.1,3.1,2.4,3,2,5,8,11,135,38,115,40,6,0,4,17,13,131,49,125,45
H,2.5,3.0,3.0,2,4,4,9,11,145,40,103,34,7,2,1,24,12,136,50,112,33
H,3.75,3.1,2.1,4,2,4,9,16,87,24,138,50,3,3,4,8,10,133,48,91,30
H,1.91,3.2,4.5,3,5,2,14,10,144,43,84,29,5,3,2,19,13,128,59,101,40
H,1.22,6.5,12.0,8,2,0,30,4,167,60,91,20,5,3,2,16,10,147,47,132,43
H,2.8,3.0,2.75,4,4,2,14,8,91,35,115,33,4,3,3,10,7,110,32,97,33
H,1.14,7.5,19.0,7,2,1,14,5,127,49,136,37,0,1,9,3,21,113,24,113,50
H,1.9,3.2,4.33,5,3,2,13,6,154,55,110,28,2,5,3,7,6,104,39,119,31
H,2.5,2.9,3.25,3,2,5,9,14,98,28,127,48,2,4,4,9,12,124,37,106,33
H,4.2,3.3,1.9,3,2,5,11,16,126,45,131,47,6,2,2,20,9,139,62,143,45
H,1.85,3.2,4.75,4,1,5,11,12,133,45,100,31,3,2,5,10,12,116,37,124,37
H,1.44,3.75,9.5,3,6,1,14,9,163,58,94,34,2,2,6,8,19,122,40,140,54
H,2.05,3.1,4.0,4,3,3,15,15,141,48,115,43,5,3,2,15,11,119,43,118,33
H,2.25,3.0,3.5,1,4,5,10,23,126,47,150,57,2,3,5,11,11,126,38,137,44
H,2.25,3.2,3.25,5,3,2,21,9,145,58,90,30,7,2,1,19,11,147,58,105,32
H,1.75,3.3,5.25,5,3,2,14,10,132,45,120,42,4,3,3,12,5,119,39,134,37
H,2.0,3.2,4.0,3,3,4,13,14,118,36,103,47,2,4,4,9,13,117,35,131,43
H,2.1,3.1,4.0,3,7,0,12,8,124,41,110,36,2,4,4,10,15,95,32,126,48
H,1.75,3.4,5.0,4,2,4,14,11,112,44,134,41,1,4,5,6,13,87,25,159,62
H,2.6,2.88,3.0,4,4,2,15,12,109,34,153,49,5,2,3,12,9,99,39,151,38
H,1.62,4.0,5.5,10,0,0,27,8,183,70,96,35,6,4,0,18,4,145,51,110,32
H,2.0,3.25,3.9,3,5,2,13,11,111,44,114,41,1,4,5,7,16,141,32,136,48
H,2.0,2.9,4.5,5,4,1,15,6,130,51,115,40,2,5,3,10,11,154,50,125,38
H,1.44,4.75,6.75,8,2,0,20,5,150,60,86,22,5,1,4,25,13,177,63,102,36
H,2.62,3.0,2.87,5,5,0,15,6,134,52,112,25,6,3,1,20,11,138,54,111,33
H,1.33,4.75,10.0,6,2,2,16,9,141,47,108,39,1,5,4,10,10,100,36,129,39
H,2.2,3.1,3.5,4,2,4,10,11,131,43,100,34,4,4,2,11,9,122,41,95,28
H,3.25,2.9,2.4,5,3,2,12,7,141,49,116,38,7,2,1,16,5,147,49,108,28
H,1.1,10.0,26.0,8,2,0,26,4,155,56,105,26,2,2,6,10,18,105,30,116,38
H,1.61,3.5,6.25,2,6,2,8,10,86,24,121,40,1,2,7,7,16,126,43,132,51
H,2.4,3.2,3.0,2,4,4,13,22,136,47,113,54,4,2,4,18,13,126,44,121,51
H,2.15,3.3,3.6,3,4,3,14,18,130,41,98,35,6,1,3,15,13,149,61,112,30
H,1.57,4.2,5.75,5,3,2,19,15,162,56,161,41,5,3,2,16,15,142,50,138,51
H,5.0,4.0,1.67,1,0,9,6,27,109,38,172,69,4,1,5,14,16,120,44,103,43
H,1.83,3.25,4.75,2,0,8,7,21,137,41,121,56,2,4,4,4,6,131,35,114,25
